customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,CLV,CLV_quartile,Churn_encoded
1017-FBQMM,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5,No,2,5,0.01582009398075632,0,6575.099999999999,Premium,0
4929-XIHVW,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,No,0,4,0.5257363060831268,1,2292.0,High,0
0306-JAELE,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,Yes,0,4,0.21195412439347155,0,2306.3999999999996,High,1
9391-TTOYH,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,No,1,1,0.04147171416418546,0,468.0,Low,0
0680-DFNNY,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,Yes,1,4,0.06721851002293806,1,2426.3999999999996,High,1
7644-OMVMY,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0.0,No,0,1,19.85,0,476.40000000000003,Low,0
1352-HNSAW,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,No,2,7,0.014062576030363486,0,8323.199999999999,Premium,0
5736-YEJAX,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,No,2,6,0.014438760211174819,0,5482.05,Premium,0
5740-YHGTW,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,No,2,4,0.014627270750706621,1,6828.5,Premium,0
6615-ZGEDR,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7,Yes,0,1,1.0,0,472.79999999999995,Low,1
3266-FTKHB,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,343.45,No,1,1,0.055757752220119375,0,459.59999999999997,Low,0
6435-SRWBJ,0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,No,0,3,0.1980849790544584,0,1986.0,High,0
7394-FKDNK,0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1,Yes,3,3,0.10485288946196225,1,2146.8,High,1
7661-CPURM,1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,No,1,3,0.050812595961644315,0,2104.8,High,0
6400-BWQKW,0,0,0,0,6,1,2,1,2,0,0,0,0,0,0,1,2,79.05,434.5,Yes,3,2,0.1819332566168009,1,1897.1999999999998,Medium,1
0440-MOGPM,0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,3263.9,No,2,5,0.024679064922332176,1,3302.5499999999997,High,0
8473-VUVJN,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,Yes,0,1,1.0,1,1767.6000000000001,Medium,1
3638-VBZTA,1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75,No,2,6,0.014704007479495134,0,5882.0,Premium,0
2732-ISEZX,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3,No,0,1,0.1965484180249281,0,492.0,Low,0
9249-FXSCK,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,5916.45,Yes,2,6,0.018803505480482385,0,5785.0,Premium,1
9802-CAQUT,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25,No,2,6,0.013889505214111381,1,7887.599999999999,Premium,0
4726-DLWQN,1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,3454.6,No,2,4,0.02036415214496613,1,3517.4999999999995,High,0
3688-FTHLT,0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,1067.05,No,1,2,0.059088140199615766,1,1513.1999999999998,Medium,0
6719-FGEDO,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,No,2,5,0.013653894879085611,0,6984.0,Premium,0
2983-ZANRP,0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,Yes,0,2,0.5058459422283356,1,1765.1999999999998,Medium,1
1091-SOZGA,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,No,2,4,0.018094625098586697,1,5588.8,Premium,0
2927-CVULT,0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4,No,2,6,0.01869251221615407,0,5514.65,Premium,0
6960-HVYXR,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,Yes,0,1,1.0,1,1824.0,Medium,1
2990-OGYTD,0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,5883.85,No,2,6,0.014641773668601341,0,5772.05,Premium,0
6625-IUTTT,1,0,0,0,67,1,0,0,2,0,2,0,0,2,2,0,0,65.55,4361.55,No,2,4,0.015029060769680502,1,4391.849999999999,Premium,0
5676-CFLYY,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,5154.5,No,2,5,0.014230284217673876,0,5207.849999999999,Premium,0
2573-GYRUU,1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,4370.75,No,2,3,0.02083166504604473,1,4370.4,Premium,0
0098-BOWSO,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,No,2,1,0.03661759154397886,0,523.8,Low,0
9725-SCPZG,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,Yes,0,3,1.0,1,2180.3999999999996,High,1
4238-HFHSN,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,No,2,2,0.01674872829954025,1,5011.150000000001,Premium,0
2851-STERV,1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,No,2,5,0.029539706626201315,0,2555.0,High,0
9514-JDSKI,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,Yes,0,2,1.0,1,964.8000000000001,Low,1
4254-QPEDE,0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,No,2,6,0.01989429746854449,0,3445.0,High,0
1394-SUIUH,0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3670.5,No,2,4,0.023198474322299417,0,3746.6000000000004,High,0
8627-EHGIP,1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2375.4,Yes,2,4,0.022711964300749347,1,2373.8,High,1
5651-CRHKQ,0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05,No,2,4,0.025815726029858793,0,3534.2000000000003,High,0
1447-PJGGA,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,5464.65,Yes,2,4,0.017430210534983944,1,5429.25,Premium,1
7240-FQLHE,0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1836.25,Yes,1,4,0.05432266848196052,0,2394.0,High,1
0003-MKNFE,1,0,0,0,9,1,2,0,0,0,0,0,0,2,0,0,3,59.9,542.4,No,3,2,0.11043510324483775,1,1437.6,Medium,0
8318-LCNBW,1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,No,2,4,0.027526024133823605,1,1860.25,Medium,0
5393-RXQSZ,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,Yes,0,2,1.0,1,1910.3999999999999,Medium,1
2792-LSHWX,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,1,3,83.4,83.4,No,0,4,1.0,0,2001.6000000000001,High,0
1448-CYWKC,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,No,2,5,0.01689851254537861,1,6101.6,Premium,0
5998-VVEJY,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,Yes,2,2,0.03853887399463807,0,2093.0,High,1
4558-FANTW,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1574.45,Yes,1,4,0.05833783225888405,0,2204.3999999999996,High,1
7240-ETPTR,0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,442.2,Yes,3,3,0.11024423337856173,1,1170.0,Low,1
5131-PONJI,1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,4494.65,No,2,4,0.020112800774253838,1,4429.6,Premium,0
4298-OYIFC,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,No,1,5,0.06718404987660735,0,2482.8,High,0
8035-PWSEV,0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,487.05,No,3,4,0.18324607329842932,0,2142.0,High,0
6078-VESFR,1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,849.1,No,1,1,0.08297020374514191,1,1690.8000000000002,Medium,0
1813-JLKWR,0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1336.65,No,2,1,0.01481315228369431,0,1267.2,Medium,0
6479-VDGRK,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,No,2,7,0.013916987535077988,0,6141.599999999999,Premium,0
6211-WWLTF,1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,6330.4,No,2,5,0.015749399721976497,1,6281.1,Premium,0
9444-JTXHZ,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,Yes,0,2,1.0,1,1828.8000000000002,Medium,1
8071-SBTRN,0,0,0,0,70,1,2,1,2,2,2,0,2,2,2,1,3,111.15,7737.55,No,2,6,0.014365012180858283,1,7780.5,Premium,0
8123-QBNAZ,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95,No,2,5,0.02835859373939945,1,3762.0,High,0
0621-HJWXJ,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,No,2,2,0.016215786281703302,1,5137.65,Premium,0
4589-IUAJB,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1724.15,No,2,1,0.014064901545689179,0,1697.5,Medium,0
6240-EURKS,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0,Yes,1,1,0.06329113924050633,1,840.0,Low,1
6114-TCFID,0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,1082.75,No,2,3,0.036481182175017314,0,1145.5,Low,0
5119-KEPFY,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,3440.25,No,2,3,0.027614272218588764,1,3420.0,High,0
7927-AUXBZ,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9,Yes,2,3,0.033315074924684066,0,2554.5,High,1
0916-KNFAJ,1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,4226.7,No,2,4,0.01653772446589538,1,4263.900000000001,Premium,0
4573-JKNAE,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,No,1,1,0.09114460668864814,0,464.40000000000003,Low,0
6094-ZIVKX,0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,No,2,3,0.014816528116028791,1,3702.6000000000004,High,0
5077-DXTCG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,45.3,Yes,0,1,1.0,1,1087.1999999999998,Low,1
2133-TSRRM,0,0,0,1,34,1,0,1,2,2,2,0,2,2,0,1,0,105.35,3688.6,No,2,6,0.028560971642357533,1,3581.8999999999996,High,0
3804-RVTGV,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,Yes,2,5,0.020695908647043584,1,5192.5,Premium,1
0867-MKZVY,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,Yes,1,2,0.05174741733915283,1,1977.6000000000001,High,1
7549-MYGPK,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,Yes,2,5,0.016177689108417062,1,6334.65,Premium,1
5684-FJVYR,0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,6563.4,No,2,4,0.013765731175914921,0,6505.2,Premium,0
8261-GWDBQ,0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9,No,2,7,0.01675594507573023,0,6963.0,Premium,0
7586-ZATGZ,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,No,2,2,0.025199982190825306,1,3396.0,High,0
7771-ZONAT,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,No,1,4,0.04349158907154079,0,1362.0,Medium,0
5294-IMHHT,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,5043.2,No,2,4,0.019382534898477157,0,5180.75,Premium,0
0848-SOMKO,1,0,0,0,70,0,1,0,2,0,2,2,0,2,2,0,0,48.4,3442.8,No,2,4,0.014058324619495757,0,3388.0,High,0
9975-GPKZU,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,856.5,No,2,1,0.023058960887332166,0,908.5,Low,0
7328-ZJAJO,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,No,2,1,0.01594896331738437,0,1150.5,Low,0
7501-VTYLJ,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55,106.2,No,0,2,0.48540489642184553,1,1237.1999999999998,Medium,0
4471-KXAUH,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,Yes,2,3,0.023492364284918067,0,3540.6,High,1
0880-FVFWF,1,0,0,0,56,1,2,1,2,2,0,0,0,0,0,1,2,86.4,4922.4,No,2,3,0.01755241345685032,1,4838.400000000001,Premium,0
0208-BPQEJ,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,0,19.4,198.1,No,1,1,0.09793033821302372,0,465.59999999999997,Low,0
0603-OLQDC,1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,No,1,4,0.08340298507462686,1,1676.3999999999999,Medium,0
8399-YNDCH,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,Yes,1,3,0.04857824697649961,1,1441.1999999999998,Medium,1
9489-JMTTN,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.75,6595.9,No,2,7,0.013606937643081308,0,6462.0,Premium,0
3642-GKTCT,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,6993.65,No,2,7,0.016457786706512337,0,7021.099999999999,Premium,0
4878-BUNFV,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.7,828.85,No,2,1,0.024974362067925436,0,869.4,Low,0
0564-JJHGS,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1,Yes,3,3,0.11518514051381015,1,2292.0,High,1
1125-SNVCK,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,No,2,1,0.020797227036395145,1,2146.2,High,0
0742-LAFQK,1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,7422.1,No,2,5,0.013358752913595883,1,7138.8,Premium,0
1725-IQNIY,1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,Yes,2,7,0.01796176884553697,0,5926.5,Premium,1
7716-YTYHG,0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,4029.95,Yes,2,2,0.02036005409496396,1,3938.3999999999996,Premium,1
2026-TGDHM,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,Yes,3,2,0.15158176431233872,1,1903.1999999999998,Medium,1
3500-NSDOA,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,No,2,4,0.014568051111636952,0,4814.4,Premium,0
2619-WFQWU,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,Yes,0,1,1.0,1,1683.6000000000001,Medium,1
3389-YGYAI,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,Yes,3,5,0.12717738532939546,1,2532.0,High,1
6067-NGCEU,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,No,2,6,0.0156254397073308,1,7218.25,Premium,0
7580-UGXNC,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,104.2,Yes,0,3,0.5263915547024952,1,1316.4,Medium,1
4194-FJARJ,0,0,1,1,54,1,2,0,2,0,0,2,0,0,2,0,0,60.0,3273.95,No,2,3,0.018326486354403704,0,3240.0,High,0
7009-PCARS,1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,1001.5,No,2,1,0.01907139291063405,0,1050.5,Low,0
2265-CYWIV,0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65,Yes,0,4,0.2864950381130447,1,2390.3999999999996,High,1
3211-ILJTT,1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,1214.05,Yes,1,1,0.05798772702936453,1,1689.6000000000001,Medium,1
3583-EKAPL,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,Yes,0,2,1.0,1,1320.0,Medium,1
1513-XNPPH,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65,Yes,1,4,0.081595399990873,0,2145.6000000000004,High,1
8735-DCXNF,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,568.85,No,3,3,0.09659840028126923,0,1318.8000000000002,Medium,0
4488-PSYCG,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,327.45,Yes,1,1,0.06184150251946862,0,486.0,Low,1
6507-DTJZV,1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,No,1,3,0.0798316801923655,1,1593.6000000000001,Medium,0
0702-PGIBZ,1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,364.55,Yes,0,4,0.27897407762995474,1,2440.8,High,1
1383-EZRWL,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,Yes,3,1,0.12162572035183501,0,481.20000000000005,Low,1
9659-ZTWSM,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,7051.95,No,2,6,0.015222739809556221,0,7085.099999999999,Premium,0
1213-NGCUN,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,Yes,3,2,0.18571161398915279,0,1191.6,Low,1
7950-XWOVN,1,0,0,0,11,0,1,0,0,2,2,0,0,0,0,0,3,34.7,383.55,No,3,2,0.09047060357189415,1,832.8000000000001,Low,0
4501-VCPFK,1,0,0,0,26,0,1,0,0,0,2,2,0,0,0,0,2,35.75,1022.5,No,2,2,0.03496332518337408,0,929.5,Low,0
5982-XMDEX,0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55,No,2,1,0.015601542492125637,0,1722.5,Medium,0
1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,No,0,1,1.0,1,1051.1999999999998,Low,0
3462-BJQQA,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,552.65,No,3,3,0.16239934859314215,1,2154.0,High,0
2055-SIFSS,0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2838.55,No,2,1,0.018195909883567313,1,2840.75,High,0
3776-EKTKM,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,Yes,0,1,1.0,1,874.8000000000001,Low,1
6791-YBNAK,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,No,1,0,0.05461152078657689,1,613.2,Low,0
0394-YONDK,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1790.15,No,2,1,0.014049102030556097,0,1760.5,Medium,0
2266-SJNAT,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,0,1,109.15,7789.6,No,2,6,0.014012272773955017,0,7858.8,Premium,0
9479-HYNYL,0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,5705.05,No,2,6,0.014145362442046958,0,5729.7,Premium,0
8490-BXHEO,1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,1411.65,No,1,2,0.0570608861970035,1,1933.1999999999998,Medium,0
5451-MHQOF,1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,1431.65,No,2,1,0.017078196486571436,0,1369.2,Medium,0
1941-HOSAM,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,90.1,No,0,3,1.0,1,2162.3999999999996,High,0
4656-CAURT,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,No,2,1,0.013980503181367112,0,1652.55,Medium,0
7916-VCCPB,0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,1195.75,No,1,2,0.06125862429437592,1,1758.0,Medium,0
6131-FOYAS,1,0,0,0,35,1,2,0,2,0,2,0,0,0,0,1,2,59.6,2094.9,No,2,3,0.028450045348226646,1,2086.0,High,0
5996-DAOQL,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,No,0,1,1.0,0,490.79999999999995,Low,0
1725-MIMXW,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,Yes,0,1,1.0,0,466.79999999999995,Low,1
2905-KFQUV,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8,No,0,1,0.45478036175710596,1,1689.6000000000001,Medium,0
6549-BTYPG,0,0,1,0,60,0,1,0,0,2,2,2,2,2,2,0,1,60.8,3603.45,No,2,5,0.016872719199655887,0,3648.0,High,0
1209-VFFOC,1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3948.45,No,2,5,0.014284086160392053,0,3835.2,Premium,0
9046-JBFWA,1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35,No,2,1,0.035637852423932255,0,517.05,Low,0
2348-KCJLT,0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2,No,2,4,0.022592021159356403,1,2706.0,High,0
3793-MMFUH,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1290.0,Yes,1,3,0.07368217054263565,1,2281.2,High,1
6922-NCEDI,1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,1238.65,No,2,1,0.017115407903766196,0,1187.2,Low,0
3597-MVHJT,0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2595.25,No,2,3,0.036836528272806084,1,2581.2,High,0
8738-JOKAR,0,0,0,0,42,1,0,0,2,2,0,2,0,2,1,1,3,67.7,2882.25,No,2,5,0.02348859398039726,0,2843.4,High,0
8040-MNRTF,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,No,0,1,1.0,1,1706.3999999999999,Medium,0
8614-VGMMV,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,Yes,1,1,0.07225369729968362,1,1178.4,Low,1
2916-BQZLN,1,0,0,0,19,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95,No,1,3,0.05130300553890856,1,2034.0,High,0
7143-BQIBA,1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,No,3,4,0.10155803899176115,0,1494.0,Medium,0
5875-YPQFJ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,Yes,0,1,1.0,1,1677.6000000000001,Medium,1
9095-HFAFX,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,1,81.0,389.6,Yes,0,2,0.20790554414784393,1,1944.0,Medium,1
4338-EYCER,1,0,1,0,21,1,0,0,0,0,0,0,2,0,0,0,0,54.6,1125.2,No,1,2,0.048524706718805544,1,1310.4,Medium,0
8584-KMVXD,0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,2,75.6,535.55,No,3,2,0.1411632900756232,1,1814.3999999999999,Medium,0
3865-YIOTT,1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,1,0,106.1,7848.5,No,2,5,0.013518506721029496,1,7639.2,Premium,0
9584-EXCDZ,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,70.5,1165.6,No,1,1,0.06048387096774194,1,1692.0,Medium,0
7596-IIWYC,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,538.2,No,2,1,0.037625418060200665,0,546.75,Low,0
8050-WYBND,0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4,No,1,3,0.04794454140003878,1,1186.8000000000002,Low,0
2612-RRIDN,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,340.85,Yes,0,2,0.23764119113979754,1,1944.0,Medium,1
6158-DWPZT,1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8,Yes,3,0,0.09276366435719785,1,578.4000000000001,Low,1
0531-XBKMM,1,0,0,1,66,1,2,0,2,2,0,2,0,0,2,0,0,65.7,4378.9,No,2,4,0.015003768069606524,0,4336.2,Premium,0
9470-XCCEM,1,0,1,1,35,1,2,1,0,2,0,0,2,0,0,1,0,89.65,3161.6,No,2,3,0.028355895748987857,1,3137.75,High,0
6696-YDAYZ,1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,290.55,No,1,1,0.07055584236792291,0,492.0,Low,0
5939-XAIXZ,0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,1033.9,No,1,2,0.05426056678595609,1,1346.4,Medium,0
2626-URJFX,1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,50.9,225.6,Yes,0,1,0.2256205673758865,1,1221.6,Medium,1
8080-POTJR,0,0,0,0,30,1,2,0,2,0,2,0,2,2,1,1,1,79.3,2427.1,No,2,5,0.03267273701124799,1,2379.0,High,0
1750-CSKKM,1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,449.75,Yes,3,2,0.12306837131739856,1,1328.4,Medium,1
8547-NSBBO,1,0,0,0,35,1,2,1,2,2,2,2,0,0,0,1,3,96.75,3403.4,No,2,5,0.028427454898043134,0,3386.25,High,0
7734-DBOAI,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,2,40.1,40.1,Yes,0,2,1.0,0,962.4000000000001,Low,1
4855-SNKMY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,Yes,0,1,1.0,1,1058.4,Low,1
6397-JNZZG,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,2342.2,Yes,2,4,0.02371701818802835,1,2388.65,High,1
6728-DKUCO,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,No,2,5,0.014261164855779435,1,7498.8,Premium,0
7469-LKBCI,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,No,1,1,0.05798653610771114,0,454.79999999999995,Low,0
5605-IYGFG,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,515.45,No,3,1,0.1355126588417887,1,1676.3999999999999,Medium,0
